date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:03:31	22/22	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2009:03:30%20GMT	https://new.axilthemes.com/robots.txt		(from )
13:03:31	32880/32880	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-8070%22	https://new.axilthemes.com/demo/template/etrade/	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/index.html	(from )
13:03:31	1691/1691	---M--	200	added ('OK')	image/png	etag:%2263232315-69b%22	https://new.axilthemes.com/demo/template/etrade/assets/images/favicon.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/favicon.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:33	163828/163828	---MCZ	200	added ('OK')	text/css	etag:W/%226229c8c2-27ff4%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/bootstrap.min.css	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/css/vendor/bootstrap.min.css	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:34	156666/156666	---MCZ	200	added ('OK')	text/css	etag:W/%2261fd2c82-263fa%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/font-awesome.css	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/css/vendor/font-awesome.css	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:34	3875/3875	---M--	200	added ('OK')	text/css	etag:%2261fd2c82-f23%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/flaticon/flaticon.css	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/css/vendor/flaticon/flaticon.css	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:35	1749/1749	---M--	200	added ('OK')	text/css	etag:%2261fd2c82-6d5%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/slick.css	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/css/vendor/slick.css	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:36	3166/3166	---M--	200	added ('OK')	text/css	etag:%2261fd2c82-c5e%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/slick-theme.css	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/css/vendor/slick-theme.css	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:38	17598/17598	---MCZ	200	added ('OK')	text/css	etag:W/%2261fd2c82-44be%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/jquery-ui.min.css	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/css/vendor/jquery-ui.min.css	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:38	7509/7509	---M--	200	added ('OK')	text/css	etag:%226229c8c2-1d55%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/sal.css	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/css/vendor/sal.css	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:39	6951/6951	---M--	200	added ('OK')	text/css	etag:%2261fd2c82-1b27%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/magnific-popup.css	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/css/vendor/magnific-popup.css	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:40	6139/6139	---M--	200	added ('OK')	text/css	etag:%2261fd2c82-17fb%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/base.css	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/css/vendor/base.css	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:42	273630/273630	---MCZ	200	added ('OK')	text/css	etag:W/%22632c4475-42cde%22	https://new.axilthemes.com/demo/template/etrade/assets/css/style.min.css	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/css/style.min.css	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:43	32880/32880	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-8070%22	https://new.axilthemes.com/demo/template/etrade/index.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/index-2.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:43	3600/3600	---M--	200	added ('OK')	image/png	etag:%226320855f-e10%22	https://new.axilthemes.com/demo/template/etrade/assets/images/logo/logo.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/logo/logo.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:44	3958/3958	---M--	200	added ('OK')	image/png	etag:%22630df729-f76%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/html.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/html.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:45	3844/3844	---M--	200	added ('OK')	image/png	etag:%22630df729-f04%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/css.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/css.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:46	3244/3244	---M--	200	added ('OK')	image/png	etag:%22630df729-cac%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/scss.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/scss.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:47	3313/3313	---M--	200	added ('OK')	image/png	etag:%22630df729-cf1%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/jquery.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/jquery.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:48	5203/5203	---M--	200	added ('OK')	image/png	etag:%22630df729-1453%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/bs5.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/bs5.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:50	153058/153058	---M--	200	added ('OK')	image/png	etag:%22630df729-255e2%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/banner-mockup.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/banner-mockup.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:50	32555/32555	---M--	200	added ('OK')	image/png	etag:%22632412ea-7f2b%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/home-01.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/home-01.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:52	155489/155489	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-25f61%22	https://new.axilthemes.com/demo/template/etrade/index-1.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/index-1.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:52	60941/60941	---M--	200	added ('OK')	image/png	etag:%22632412ea-ee0d%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/home-02.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/home-02.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:54	105661/105661	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-19cbd%22	https://new.axilthemes.com/demo/template/etrade/index-2.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/index-3.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:54	31636/31636	---M--	200	added ('OK')	image/png	etag:%22632412ea-7b94%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/home-03.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/home-03.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:56	178454/178454	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-2b916%22	https://new.axilthemes.com/demo/template/etrade/index-3.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/index-4.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:57	50343/50343	---M--	200	added ('OK')	image/png	etag:%22632412ea-c4a7%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/home-04.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/home-04.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:58	156861/156861	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-264bd%22	https://new.axilthemes.com/demo/template/etrade/index-4.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/index-5.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:03:58	27836/27836	---M--	200	added ('OK')	image/png	etag:%22632412ea-6cbc%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/home-05.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/home-05.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:00	196962/196962	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-30162%22	https://new.axilthemes.com/demo/template/etrade/index-5.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/index-6.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:00	36321/36321	---M--	200	added ('OK')	image/png	etag:%22632412ea-8de1%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/home-06.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/home-06.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:02	195597/195597	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-2fc0d%22	https://new.axilthemes.com/demo/template/etrade/index-6.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/index-7.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:02	4003/4003	---M--	200	added ('OK')	image/png	etag:%22630df729-fa3%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/comming-soon.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/comming-soon.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:03	46514/46514	---M--	200	added ('OK')	image/png	etag:%22630df729-b5b2%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/shop.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/shop.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:05	80256/80256	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-13980%22	https://new.axilthemes.com/demo/template/etrade/shop.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/shop.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:05	38969/38969	---M--	200	added ('OK')	image/png	etag:%22630df729-9839%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/shop-sidebar.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/shop-sidebar.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:07	71992/71992	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-11938%22	https://new.axilthemes.com/demo/template/etrade/shop-sidebar.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/shop-sidebar.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:07	62900/62900	---M--	200	added ('OK')	image/png	etag:%22630df729-f5b4%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-1.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-1.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:09	82013/82013	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-1405d%22	https://new.axilthemes.com/demo/template/etrade/single-product.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/single-product.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:09	32248/32248	---M--	200	added ('OK')	image/png	etag:%22630df729-7df8%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-2.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-2.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:11	79400/79400	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-13628%22	https://new.axilthemes.com/demo/template/etrade/single-product-2.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/single-product-2.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:11	30635/30635	---M--	200	added ('OK')	image/png	etag:%22630df729-77ab%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-3.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-3.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:13	96823/96823	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-17a37%22	https://new.axilthemes.com/demo/template/etrade/single-product-3.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/single-product-3.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:13	34920/34920	---M--	200	added ('OK')	image/png	etag:%22630df729-8868%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-4.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-4.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:15	78669/78669	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-1334d%22	https://new.axilthemes.com/demo/template/etrade/single-product-4.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/single-product-4.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:15	24860/24860	---M--	200	added ('OK')	image/png	etag:%22630df729-611c%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-5.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-5.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:17	92129/92129	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-167e1%22	https://new.axilthemes.com/demo/template/etrade/single-product-5.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/single-product-5.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:17	24872/24872	---M--	200	added ('OK')	image/png	etag:%22630df729-6128%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-6.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-6.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:19	95638/95638	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-17596%22	https://new.axilthemes.com/demo/template/etrade/single-product-6.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/single-product-6.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:19	30104/30104	---M--	200	added ('OK')	image/png	etag:%22630df729-7598%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-7.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/variation-7.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:21	72351/72351	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-11a9f%22	https://new.axilthemes.com/demo/template/etrade/single-product-7.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/single-product-7.html	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:21	663/663	---M--	200	added ('OK')	image/png	etag:%22630df729-297%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-01.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-01.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:22	760/760	---M--	200	added ('OK')	image/png	etag:%22630df729-2f8%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-02.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-02.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:23	1066/1066	---M--	200	added ('OK')	image/png	etag:%22630df729-42a%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-09.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-09.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:24	857/857	---M--	200	added ('OK')	image/png	etag:%22630df729-359%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-03.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-03.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:25	1347/1347	---M--	200	added ('OK')	image/png	etag:%22630df729-543%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-04.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-04.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:26	1347/1347	---M--	200	added ('OK')	image/png	etag:%22630df729-543%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-05.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/feature-icon-05.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:28	8640/8640	---M--	200	added ('OK')	application/javascript	etag:%2261fd2c82-21c0%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/modernizr.min.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/modernizr.min.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:29	119164/119164	---M--	200	added ('OK')	image/png	etag:%22630df729-1d17c%22	https://new.axilthemes.com/demo/template/etrade/assets/images/preview/cta-mockup.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/preview/cta-mockup.png	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:30	88150/88150	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261fd2c82-15856%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/jquery.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/jquery.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:31	19697/19697	---MCZ	200	added ('OK')	application/javascript	etag:W/%226229c8c2-4cf1%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/popper.min.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/popper.min.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:32	59178/59178	---MCZ	200	added ('OK')	application/javascript	etag:W/%226229c8c2-e72a%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/bootstrap.min.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/bootstrap.min.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:33	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261fd2c82-a76f%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/slick.min.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/slick.min.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:33	3677/3677	---M--	200	added ('OK')	application/javascript	etag:%2261fd2c82-e5d%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/js.cookie.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/js.cookie.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:35	47384/47384	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261fd2c82-b918%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/jquery-ui.min.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/jquery-ui.min.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:35	5339/5339	---M--	200	added ('OK')	application/javascript	etag:%2261fd2c82-14db%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/jquery.countdown.min.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/jquery.countdown.min.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:36	3282/3282	---M--	200	added ('OK')	application/javascript	etag:%226229c8c2-cd2%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/sal.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/sal.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:38	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261fd2c82-4ef8%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/jquery.magnific-popup.min.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/jquery.magnific-popup.min.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:38	5594/5594	---M--	200	added ('OK')	application/javascript	etag:%226214e776-15da%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/imagesloaded.pkgd.min.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/imagesloaded.pkgd.min.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:40	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%226214e776-8a75%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/isotope.pkgd.min.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/isotope.pkgd.min.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:40	1161/1161	---M--	200	added ('OK')	application/javascript	etag:%22622996cf-489%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/counterup.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/counterup.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:41	9124/9124	---M--	200	added ('OK')	application/javascript	etag:%22622996cf-23a4%22	https://new.axilthemes.com/demo/template/etrade/assets/js/vendor/waypoints.min.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/vendor/waypoints.min.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:43	36571/36571	---MCZ	200	added ('OK')	application/javascript	etag:W/%226320855f-8edb%22	https://new.axilthemes.com/demo/template/etrade/assets/js/main.js	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/js/main.js	(from https://new.axilthemes.com/demo/template/etrade/)
13:04:43	4794/4794	---M--	200	added ('OK')	text/html	etag:%22632c4475-12ba%22	https://new.axilthemes.com/demo/template/etrade/sign-up.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/sign-up.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:44	4692/4692	---M--	200	added ('OK')	text/html	etag:%22632c4475-1254%22	https://new.axilthemes.com/demo/template/etrade/sign-in.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/sign-in.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:45	3283/3283	---M--	200	added ('OK')	image/png	etag:%226320855f-cd3%22	https://new.axilthemes.com/demo/template/etrade/assets/images/logo/logo-light.png	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/assets/images/logo/logo-light.png	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:47	47548/47548	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-b9bc%22	https://new.axilthemes.com/demo/template/etrade/wishlist.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/wishlist.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:48	52070/52070	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-cb66%22	https://new.axilthemes.com/demo/template/etrade/cart.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/cart.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:49	59293/59293	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-e79d%22	https://new.axilthemes.com/demo/template/etrade/checkout.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/checkout.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:50	60787/60787	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-ed73%22	https://new.axilthemes.com/demo/template/etrade/my-account.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/my-account.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:50	4595/4595	---M--	200	added ('OK')	text/html	etag:%22632c4475-11f3%22	https://new.axilthemes.com/demo/template/etrade/forgot-password.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/forgot-password.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:51	4662/4662	---M--	200	added ('OK')	text/html	etag:%22632c4475-1236%22	https://new.axilthemes.com/demo/template/etrade/reset-password.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/reset-password.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:53	53031/53031	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-cf27%22	https://new.axilthemes.com/demo/template/etrade/privacy-policy.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/privacy-policy.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:53	3869/3869	---M--	200	added ('OK')	text/html	etag:%22632c4475-f1d%22	https://new.axilthemes.com/demo/template/etrade/coming-soon.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/coming-soon.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:55	45231/45231	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-b0af%22	https://new.axilthemes.com/demo/template/etrade/404.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/404.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:56	40897/40897	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-9fc1%22	https://new.axilthemes.com/demo/template/etrade/typography.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/typography.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:57	56274/56274	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-dbd2%22	https://new.axilthemes.com/demo/template/etrade/about-us.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/about-us.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:58	70015/70015	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-1117f%22	https://new.axilthemes.com/demo/template/etrade/blog.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/blog.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
13:04:59	72328/72328	---MCZ	200	added ('OK')	text/html	etag:W/%22632c4475-11a88%22	https://new.axilthemes.com/demo/template/etrade/blog-grid.html	/home/vaso/websites/e-com-erce/new.axilthemes.com/demo/template/etrade/blog-grid.html	(from https://new.axilthemes.com/demo/template/etrade/index-1.html)
